id,speed
0,48.09221
1,47.85023
2,36.333393
3,28.989159
4,39.058434
5,27.227434
6,18.699856
7,49.131996
8,48.521374
9,32.692863
10,29.404997
11,25.97148
12,27.259872
13,26.48116
14,30.717436
15,41.726486
16,43.82958
17,47.65442
18,49.071552
19,48.2292
20,46.097996
21,43.593555
22,19.826948
23,27.174858
24,25.84247
25,20.377638
26,21.663364
27,19.717936
28,16.378284
29,13.055514
30,27.706757
31,46.86177
32,49.03595
33,28.151016
34,27.437263
35,25.344212
36,19.93133
37,19.859533
38,46.232147
39,40.517956
40,44.485992
41,47.738262
42,48.39604
43,44.5535
44,19.851307
45,16.647163
46,17.67117
47,10.240475
48,43.095387
49,48.283382
50,49.28723
51,24.996838
52,21.167873
53,17.757103
54,16.635984
55,16.453035
56,15.682657
57,14.595823
58,23.058302
59,33.77371
60,42.41528
61,40.54932
62,41.2387
63,41.807934
64,44.40887
65,47.993107
66,47.98285
67,46.320232
68,42.05787
69,24.317411
70,18.804358
71,17.446358
72,14.556417
73,14.683227
74,11.013939
75,7.480104
76,42.77754
77,40.286865
78,41.810665
79,46.685776
80,14.790871
81,14.312141
82,17.895594
83,16.891
84,16.692524
85,12.23674
86,23.12423
87,38.415653
88,46.47486
89,42.875713
90,47.737167
91,46.61595
92,45.862885
93,44.941563
94,25.61258
95,14.883475
96,23.66726
97,10.831971
98,9.545044
99,19.618788
100,39.650227
101,47.469925
102,14.044658
103,17.9113
104,14.921927
105,42.04999
106,32.88729
107,48.752563
108,43.554024
109,11.640363
110,9.149499
111,9.49642
112,21.527422
113,29.78542
114,32.299866
115,48.748825
116,48.001995
117,41.298267
118,28.88034
119,24.217875
120,20.285059
121,16.273998
122,32.103813
123,46.820328
124,46.236347
125,42.43649
126,43.366783
127,37.852108
128,43.392757
129,34.41352
130,48.1933
131,47.21207
132,46.377132
133,27.118137
134,22.312761
135,24.111874
136,40.204678
137,47.212643
138,49.315308
139,47.770348
140,47.048916
141,44.544537
142,27.69339
143,14.545739
144,21.376709
145,19.270657
146,17.182682
147,48.308605
148,48.616375
149,48.14824
150,48.157314
151,13.914617
152,14.58078
153,14.151076
154,9.024016
155,22.89572
156,37.364914
157,42.1861
158,35.17175
159,42.96709
160,48.93522
161,49.341846
162,48.38773
163,48.088123
164,45.282555
165,28.400469
166,14.945529
167,21.080997
168,19.265059
169,19.61864
170,12.468679
171,12.289027
172,45.42731
173,47.9738
174,43.019203
175,26.131418
176,18.566895
177,14.695355
178,16.590916
179,9.581785
180,45.807686
181,48.162487
182,49.057373
183,48.537132
184,41.37592
185,19.568605
186,19.508778
187,38.884697
188,30.66363
189,48.00429
190,43.96473
191,44.11849
192,37.087254
193,38.95312
194,37.67141
195,37.589565
196,38.918957
197,42.617157
198,39.435436
199,47.43062
200,46.601585
201,27.703505
202,26.424152
203,18.757734
204,18.49943
205,20.791046
206,39.49947
207,40.756172
208,49.110085
209,49.438385
210,47.931217
211,48.029236
212,28.196688
213,12.91284
214,21.375889
215,22.192326
216,16.42669
217,23.82468
218,45.089066
219,48.331505
220,46.994877
221,45.45137
222,28.690842
223,16.298334
224,10.540419
225,25.319815
226,46.55646
227,48.15176
228,14.201441
229,23.925747
230,21.350405
231,21.181484
232,44.039944
233,48.867847
234,47.212154
235,21.82754
236,26.988344
237,21.335405
238,23.202915
239,43.410805
240,34.410034
241,36.888397
242,48.749752
243,49.42797
244,48.630627
245,49.152325
246,28.910309
247,23.611647
248,21.047155
249,19.854929
250,19.374094
251,30.021765
252,41.302406
253,31.299644
254,32.7677
255,47.0025
256,46.608555
257,45.863094
258,44.113678
259,41.993973
260,41.264217
261,38.565662
262,39.370014
263,41.753395
264,29.081867
265,40.239845
266,47.754887
267,44.7423
268,19.081833
269,22.81295
270,18.285265
271,18.007387
272,17.442116
273,13.771157
274,45.926712
275,47.976612
276,48.064735
277,47.378914
278,27.665495
279,15.669568
280,16.612541
281,22.585154
282,19.670929
283,15.730795
284,12.492818
285,12.6956005
286,46.902096
287,46.790028
288,12.337843
289,12.855705
290,15.765904
291,10.648609
292,10.8174515
293,23.568768
294,45.44187
295,48.393196
296,49.015007
297,33.613827
298,22.819864
299,31.5181
300,24.710144
301,20.232206
302,21.63177
303,43.052517
304,41.307377
305,50.65195
306,49.477554
307,49.741676
308,45.966274
309,29.566725
310,18.319473
311,9.4676285
312,40.641655
313,32.0293
314,36.64678
315,49.540657
316,47.12161
317,39.09358
318,33.189594
319,35.741592
320,44.55775
321,46.212963
322,46.620304
323,47.178764
324,43.532753
325,42.5955
326,43.698235
327,40.163456
328,40.77725
329,36.858166
330,34.89877
331,39.950527
332,42.04743
333,35.471004
334,30.975567
335,39.185894
336,46.97083
337,47.1585
338,14.550531
339,20.942392
340,20.36757
341,22.446424
342,43.25462
343,43.133114
344,48.648457
345,47.87651
346,48.18366
347,17.914928
348,37.56423
349,50.106544
350,48.657005
351,48.15174
352,33.25135
353,17.73465
354,24.579329
355,17.740168
356,16.431072
357,21.471771
358,38.255356
359,45.795216
360,44.860115
361,50.32868
362,17.16935
363,24.622175
364,18.933767
365,16.030254
366,12.230819
367,22.587395
368,42.61792
369,50.002483
370,49.48266
371,48.812534
372,47.882748
373,18.2085
374,19.605318
375,10.368994
376,20.91421
377,35.38656
378,38.37252
379,48.644657
380,29.6523
381,17.122639
382,17.221966
383,30.022251
384,48.81653
385,48.036987
386,47.181007
387,44.06378
388,40.67898
389,38.73809
390,34.53712
391,34.96991
392,48.995632
393,49.67201
394,47.715206
395,18.229633
396,19.239794
397,24.90306
398,22.259363
399,17.507032
400,11.224328
401,35.648457
402,38.828125
403,49.854446
404,47.862213
405,45.635277
406,32.42457
407,18.447414
408,18.651196
409,18.121632
410,17.316425
411,10.487849
412,43.655216
413,38.43719
414,43.66709
415,49.16792
416,48.573586
417,47.97835
418,47.80365
419,32.4413
420,15.313905
421,10.110482
422,42.588745
423,37.78329
424,48.702602
425,48.727066
426,47.95518
427,37.96026
428,31.158312
429,40.450333
430,40.327946
431,47.05347
432,47.526836
433,47.422832
434,27.63174
435,31.701103
436,27.206573
437,23.016226
438,48.05776
439,48.30539
440,48.98777
441,38.50376
442,35.673367
443,35.50617
444,31.702305
445,35.10305
446,32.737904
447,33.93006
448,46.201572
449,46.428642
450,45.612556
451,45.1752
452,45.30494
453,44.678684
454,44.979733
455,43.738457
456,42.574562
457,44.72698
458,48.819183
459,49.046467
460,35.091366
461,28.743486
462,30.179453
463,26.202
464,28.722595
465,40.479115
466,47.138
467,48.195698
468,47.13868
469,47.288258
470,26.004305
471,32.08899
472,29.834099
473,26.279
474,18.947662
475,26.293884
476,47.81083
477,46.790928
478,36.43457
479,30.703735
480,29.010519
481,25.352314
482,26.190132
483,47.246483
484,47.207577
485,46.37924
486,29.558369
487,34.308475
488,31.626728
489,15.939107
490,13.328485
491,38.17133
492,42.89297
493,47.18192
494,47.482723
495,46.362118
496,26.525063
497,33.235474
498,41.320675
499,49.213017
500,49.04368
501,49.126263
502,49.053658
503,48.927773
504,38.077404
505,37.814335
506,31.272625
507,29.733429
508,29.330751
509,44.394978
510,46.172516
511,46.00072
512,45.410183
513,45.20205
514,43.324814
515,41.171814
516,42.27902
517,41.525997
518,47.678986
519,47.352207
520,18.532104
521,24.94659
522,22.087147
523,23.489077
524,17.499973
525,47.53561
526,48.193623
527,48.370365
528,47.152306
529,28.565493
530,19.871786
531,25.246315
532,22.203768
533,18.411427
534,14.99696
535,47.365902
536,28.001492
537,15.951586
538,19.764448
539,20.107893
540,16.29454
541,14.391729
542,45.339962
543,43.98306
544,48.886665
545,44.401405
546,15.72963
547,20.299635
548,20.423492
549,20.469427
550,18.609423
551,38.793037
552,41.49529
553,48.08277
554,48.318768
555,44.189266
556,31.526936
557,18.844069
558,23.351145
559,24.532413
560,19.789644
561,20.627777
562,20.604452
563,19.073738
564,16.107859
565,12.700388
566,43.968033
567,38.501183
568,41.11248
569,50.170425
570,49.457043
571,29.55058
572,41.57204
573,45.90559
574,46.88726
575,47.41626
576,46.96767
577,43.326538
578,42.464203
579,43.129253
580,41.202312
581,37.4653
582,48.465412
583,48.57232
584,17.406885
585,19.905163
586,27.259169
587,24.106972
588,18.310802
589,17.218721
590,17.879648
591,17.324673
592,46.913174
593,48.219677
594,48.43442
595,45.97236
596,44.012817
597,29.143131
598,25.700945
599,21.425745
600,15.573658
601,48.064434
602,47.748585
603,44.26875
604,14.617662
605,18.133213
606,38.01348
607,41.14806
608,47.733147
609,48.871677
610,48.145805
611,47.66834
612,42.121376
613,12.411867
614,17.446001
615,13.117563
616,14.214259
617,15.683187
618,10.788865
619,18.790533
620,40.584934
621,51.183395
622,50.691544
623,49.82353
624,46.405087
625,29.951828
626,19.32315
627,16.645887
628,18.235252
629,11.488043
630,22.645073
631,49.895008
632,48.50931
633,46.535313
634,40.96811
635,29.152534
636,23.572353
637,48.578514
638,49.18984
639,48.163822
640,41.894432
641,42.95446
642,42.030712
643,40.307777
644,40.10056
645,40.95964
646,39.754673
647,47.71492
648,47.46308
649,47.86875
650,45.97408
651,17.806398
652,18.930258
653,11.752949
654,22.103971
655,48.274082
656,48.22808
657,47.11407
658,46.506886
659,45.743946
660,43.263454
661,15.226197
662,24.366497
663,17.38545
664,18.275497
665,16.972809
666,15.783073
667,11.355053
668,42.375404
669,37.388756
670,44.205963
671,48.311745
672,43.58169
673,21.555788
674,17.29296
675,35.409
676,47.952343
677,46.984417
678,46.65977
679,14.041266
680,22.35272
681,19.683756
682,20.25281
683,18.826117
684,43.97423
685,47.785976
686,47.073956
687,47.645016
688,45.263813
689,26.405363
690,14.175312
691,21.874077
692,15.746073
693,17.27209
694,49.1664
695,48.96555
696,39.997345
697,27.124773
698,23.91969
699,18.84391
700,17.564346
701,18.506079
702,38.495533
703,45.267338
704,48.30735
705,48.417583
706,46.921207
707,46.82939
708,43.832962
709,42.12013
710,42.49483
711,42.810448
712,42.31755
713,41.388203
714,39.526627
715,45.349205
716,38.48183
717,45.05909
718,48.090935
719,29.079948
720,12.021013
721,11.042546
722,9.532714
723,41.93054
724,44.096226
725,47.53665
726,46.758526
727,28.052757
728,17.083513
729,14.605128
730,9.440676
731,43.014694
732,48.162926
733,48.937523
734,43.57519
735,12.399176
736,13.07141
737,13.59413
738,13.721568
739,6.441293
740,33.71765
741,40.8706
742,47.57385
743,48.233578
744,48.101097
745,25.775713
746,16.155304
747,19.60058
748,19.284266
749,17.478996
750,17.40137
751,16.282047
752,40.75869
753,48.15892
754,48.609238
755,47.635258
756,47.449875
757,11.751622
758,18.320017
759,18.586445
760,17.593987
761,11.6316805
762,24.25923
763,43.08527
764,31.922812
765,37.412834
766,49.054195
767,48.80737
768,42.42234
769,20.345139
770,17.461622
771,21.161253
772,34.034065
773,45.867805
774,46.581192
775,46.455
776,46.495216
777,46.665833
778,41.792355
779,37.96111
780,47.597458
781,47.65507
782,48.59453
783,14.5983095
784,16.38993
785,16.666613
786,14.371309
787,14.630787
788,9.813467
789,23.967701
790,47.928577
791,48.62208
792,46.977615
793,48.123665
794,20.148487
795,19.241653
796,13.392668
797,10.451707
798,23.80872
799,47.328266
800,28.708048
801,14.605044
802,14.7908
803,13.271681
804,13.710289
805,12.201599
806,33.749844
807,41.58453
808,47.254757
809,47.827663
810,48.218975
811,47.71833
812,29.706476
813,14.307887
814,19.14594
815,18.65033
816,15.786715
817,43.09956
818,34.5464
819,49.917152
820,48.01881
821,28.83915
822,32.889183
823,26.858582
824,25.8248
825,27.298859
826,49.264812
827,48.54261
828,36.664093
829,35.150497
830,36.377644
831,32.943893
832,43.87957
833,38.405426
834,47.913826
835,47.08382
836,45.236767
837,42.933777
838,38.511
839,37.946095
840,48.51989
841,48.3611
842,48.035725
843,35.705467
844,27.972284
845,22.777649
846,29.60537
847,40.352856
848,46.90735
849,47.15917
850,47.42979
851,20.943062
852,25.854578
853,28.425352
854,26.366978
855,27.141848
856,22.822586
857,42.71301
858,44.821323
859,48.06591
860,47.253407
861,46.713463
862,19.081179
863,27.111895
864,24.750677
865,21.940989
866,26.643675
867,45.282265
868,41.303062
869,49.26102
870,47.30578
871,29.96947
872,29.011038
873,24.489115
874,46.196617
875,45.736256
876,48.061142
877,48.06789
878,47.756905
879,19.404621
880,10.831009
881,10.687379
882,23.389036
883,45.64351
884,39.00305
885,47.4309
886,47.76456
887,46.98688
888,47.95374
889,48.11873
890,44.537037
891,29.377132
892,27.411236
893,26.1443
894,36.585205
895,47.460365
896,45.037315
897,44.82978
898,45.259792
899,44.137543
900,46.449577
901,48.426235
902,46.391903
903,29.556215
904,16.881573
905,20.676258
906,24.298622
907,20.447947
908,17.478811
909,12.493225
910,35.61259
911,45.394543
912,46.98917
913,46.88747
914,46.26121
915,25.689558
916,24.423098
917,18.54758
918,19.246008
919,15.012496
920,48.518375
921,49.247295
922,48.024643
923,13.33024
924,22.92367
925,19.418299
926,15.895866
927,16.873774
928,12.67763
929,10.262336
930,24.054705
931,39.02536
932,46.943184
933,48.251175
934,14.634576
935,17.73172
936,17.497776
937,16.743473
938,12.206513
939,22.65207
940,43.55002
941,48.594273
942,49.015965
943,47.915524
944,47.548412
945,30.104204
946,16.64122
947,26.48796
948,24.919334
949,18.93079
950,39.70256
951,47.457546
952,48.60801
953,46.552696
954,39.84725
955,22.011755
956,23.055412
957,15.101566
958,37.926186
959,34.654335
960,45.086555
961,47.7173
962,48.839706
963,46.713028
964,45.10537
965,44.35293
966,43.169918
967,41.245857
968,42.40086
969,42.663372
970,38.74359
971,39.485176
972,47.142048
973,13.706443
974,16.811068
975,20.14389
976,15.98014
977,16.875202
978,18.094337
979,14.866879
980,11.033253
981,22.159737
982,45.551548
983,48.429935
984,49.471714
985,47.004894
986,26.248516
987,17.05764
988,15.06869
989,8.948637
990,35.878654
991,44.73466
992,49.536877
993,47.87698
994,47.37537
995,47.085407
996,27.692879
997,14.266932
998,17.484808
999,22.807896
1000,19.854902
1001,16.844458
1002,16.931171
1003,9.523655
1004,20.47933
1005,44.885235
1006,47.642895
1007,46.719902
1008,45.165756
1009,29.368738
1010,17.024067
1011,19.10929
1012,14.978951
1013,13.520079
1014,43.614223
1015,48.31394
1016,48.089634
1017,29.231949
1018,20.094355
1019,27.567879
1020,15.724722
1021,15.013583
1022,9.257141
1023,37.9394
1024,44.5991
1025,38.008293
1026,49.129307
1027,30.19818
1028,22.170547
1029,17.578701
1030,18.753365
1031,19.50011
1032,20.050821
1033,41.137608
1034,38.950905
1035,45.245075
1036,46.96851
1037,47.344517
1038,42.799294
1039,39.980488
1040,41.60419
1041,40.434513
1042,38.474102
1043,37.50925
1044,44.6377
1045,38.24019
1046,38.533188
1047,47.942173
1048,47.558357
1049,47.57613
1050,29.26203
1051,21.962627
1052,15.230168
1053,8.278284
1054,44.402523
1055,48.712452
1056,47.942314
1057,46.56384
1058,44.340054
1059,13.967604
1060,19.951088
1061,16.20905
1062,9.864906
1063,34.68168
1064,43.99201
1065,40.134037
1066,49.731937
1067,48.12595
1068,48.40443
1069,47.327686
1070,46.900295
1071,44.70588
1072,13.759502
1073,14.276506
1074,12.716574
1075,21.107868
1076,37.352787
1077,48.584965
1078,45.181618
1079,13.428961
1080,15.88185
1081,18.602358
1082,18.299364
1083,14.183185
1084,45.609287
1085,40.30026
1086,44.12747
1087,47.320534
1088,17.168863
1089,10.913702
1090,37.56363
1091,39.450882
1092,48.59479
1093,48.140247
1094,46.498787
1095,40.759075
1096,26.139872
